,Quarter,Tm,Detail,WAS,PHI
0,2.0,Eagles,Tom Sullivan 21 yard pass from Ron Jaworski (Horst Muhlmann kick),0,7
1,3.0,Redskins,Frank Grant 14 yard pass from Joe Theismann (Mark Moseley kick),7,7
2,4.0,Eagles,Ron Jaworski 1 yard rush (Horst Muhlmann kick),7,14
3,4.0,Redskins,Danny Buggs 5 yard pass from Joe Theismann (Mark Moseley kick),14,14
4,4.0,Redskins,Mark Moseley 54 yard field goal,17,14
