,Quarter,Tm,Detail,NYJ,MIA
0,1.0,Dolphins,Howard Twilley 9 yard pass from Earl Morrall (Garo Yepremian kick),0,7
1,1.0,Jets,John Riggins 1 yard rush (Bobby Howfield kick),7,7
2,2.0,Jets,Rich Caster 29 yard pass from Joe Namath (Bobby Howfield kick),14,7
3,2.0,Jets,Bobby Howfield 33 yard field goal,17,7
4,2.0,Dolphins,Mercury Morris 1 yard rush (Garo Yepremian kick),17,14
5,3.0,Dolphins,Earl Morrall 31 yard rush (Garo Yepremian kick),17,21
6,3.0,Jets,Wayne Stewart 4 yard pass from Joe Namath (Bobby Howfield kick),24,21
7,4.0,Dolphins,Mercury Morris 14 yard rush (Garo Yepremian kick),24,28
