,Quarter,Tm,Detail,GNB,DET
0,1.0,Lions,Steve Owens 2 yard rush (Jim O'Brien kick),0,7
1,1.0,Lions,Jim O'Brien 32 yard field goal,0,10
2,2.0,Lions,Mel Farr 1 yard rush (Jim O'Brien kick),0,17
3,4.0,Lions,Altie Taylor 9 yard rush (Jim O'Brien kick),0,24
4,4.0,Lions,Jim O'Brien 30 yard field goal,0,27
5,4.0,Lions,John Hilton 6 yard pass from Bill Munson (Jim O'Brien kick),0,34
