,Quarter,Time,Tm,Detail,MIA,BUF
0,1.0,11:29,Bills,Steve Christie 31 yard field goal,0,3
1,1.0,6:44,Bills,Steve Christie 48 yard field goal,0,6
2,1.0,3:45,Bills,Steve Christie 47 yard field goal,0,9
3,2.0,11:03,Bills,Jonathan Linton 4 yard rush (Steve Christie kick),0,16
4,2.0,0:45,Dolphins,Olindo Mare 30 yard field goal,3,16
5,3.0,6:43,Bills,Eric Moulds 53 yard pass from Doug Flutie (Steve Christie kick),3,23
