,Quarter,Tm,Detail,RAM,CHI
0,1.0,Rams,Red Phillips 11 yard pass from Zeke Bratkowski (Danny Villanueva kick),7,0
1,1.0,Bears,Rick Casares 1 yard rush (Roger LeClerc kick),7,7
2,2.0,Bears,Rick Casares 1 yard rush (Roger LeClerc kick),7,14
3,2.0,Bears,Rick Casares 5 yard rush (Roger LeClerc kick),7,21
4,3.0,Rams,Danny Villanueva 15 yard field goal,10,21
5,4.0,Rams,Ollie Matson 84 yard pass from Zeke Bratkowski (Danny Villanueva kick),17,21
6,4.0,Rams,Duane Allen 48 yard pass from Zeke Bratkowski (Danny Villanueva kick),24,21
7,4.0,Bears,Willie Galimore 52 yard pass from Billy Wade (Roger LeClerc kick),24,28
