,Quarter,Tm,Detail,GNB,RAM
0,1.0,Rams,Brad Myers 31 yard rush,0,6
1,1.0,Rams,Tom Fears 4 yard pass from Norm Van Brocklin,0,12
2,1.0,Rams,Skeets Quinlan 46 yard pass from Norm Van Brocklin (Tom Fears kick),0,19
3,1.0,Packers,Carl Elliott 17 yard fumble return (Fred Cone kick),7,19
4,1.0,Rams,Tank Younger 4 yard rush (Elroy Hirsch kick),7,26
5,2.0,Packers,Billy Howton 80 yard pass from Tobin Rote (Fred Cone kick),14,26
6,3.0,Rams,Night Train Lane 30 yard blocked field goal return (Tom Fears kick),14,33
7,4.0,Packers,Fred Cone 40 yard field goal,17,33
