,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,Rick Casares 16 yard rush (George Blanda kick),0,7
1,1.0,Packers,Billy Howton 47 yard pass from Bart Starr (Fred Cone kick),7,7
2,2.0,Packers,Don McIlhenny 28 yard pass from Bart Starr (Fred Cone kick),14,7
3,2.0,Bears,Harlon Hill 35 yard pass from Zeke Bratkowski (George Blanda kick),14,14
4,4.0,Bears,Rick Casares 9 yard rush (George Blanda kick),14,21
