,Quarter,Tm,Detail,DET,CHI
0,2.0,Lions,Lew Carpenter 2 yard rush (Doak Walker kick),7,0
1,2.0,Lions,Jim Doran 17 yard pass from Bobby Layne,13,0
2,2.0,Bears,George Connor 48 yard fumble return (George Blanda kick),13,7
3,3.0,Bears,Rick Casares 1 yard rush (George Blanda kick),13,14
4,3.0,Lions,Lew Carpenter 1 yard rush (Doak Walker kick),20,14
5,4.0,Bears,Harlon Hill 20 yard pass from Ed Brown (George Blanda kick),20,21
