,Quarter,Time,Tm,Detail,STL,PIT
0,1.0,4:43,Steelers,Shaun Suisham 21 yard field goal,0,3
1,2.0,6:50,Steelers,John Clay 10 yard rush (Shaun Suisham kick),0,10
2,3.0,9:19,Steelers,Shaun Suisham 49 yard field goal,0,13
3,4.0,8:58,Steelers,Rashard Mendenhall 1 yard rush (Shaun Suisham kick),0,20
4,4.0,3:14,Steelers,Isaac Redman 2 yard rush (Shaun Suisham kick),0,27
