,Quarter,Tm,Detail,NYG,STL
0,1.0,Cardinals,John Lee 31 yard field goal,0,3
1,2.0,Giants,Raul Allegre 44 yard field goal,3,3
2,2.0,Giants,Raul Allegre 31 yard field goal,6,3
3,3.0,Giants,Joe Morris 1 yard rush (Raul Allegre kick),13,3
4,3.0,Cardinals,John Lee 47 yard field goal,13,6
