,Quarter,Time,Tm,Detail,CHI,GNB
0,1.0,10:31,Packers,Antonio Freeman 3 yard pass from Brett Favre (Ryan Longwell kick),0,7
1,3.0,13:41,Bears,Anthony Thomas 19 yard rush (Paul Edinger kick),7,7
2,3.0,3:00,Packers,Ahman Green 12 yard rush (Ryan Longwell kick),7,14
3,4.0,12:40,Packers,Ryan Longwell 27 yard field goal,7,17
