,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Joe Danelo 30 yard field goal,0,3
1,1.0,Redskins,Mark Moseley 41 yard field goal,3,3
2,2.0,Redskins,Mark Moseley 31 yard field goal,6,3
3,2.0,Giants,Joe Danelo 26 yard field goal,6,6
4,3.0,Giants,Joe Danelo 39 yard field goal,6,9
5,3.0,Redskins,Mark Moseley 32 yard field goal,9,9
6,4.0,Giants,Joe Danelo 50 yard field goal,9,12
