,Quarter,Tm,Detail,CLE,PIT
0,1.0,Steelers,Roy Gerela 36 yard field goal,0,3
1,2.0,Steelers,Franco Harris 1 yard rush (Roy Gerela kick),0,10
2,3.0,Steelers,Franco Harris 11 yard rush (Roy Gerela kick),0,17
3,4.0,Steelers,John McMakin 78 yard pass from Terry Bradshaw (Roy Gerela kick),0,24
4,4.0,Steelers,Roy Gerela 44 yard field goal,0,27
5,4.0,Steelers,Roy Gerela 37 yard field goal,0,30
