,Quarter,Tm,Detail,CHI,RAM
0,1.0,Rams,Bob Waterfield 8 yard rush (Bob Waterfield kick),0,7
1,1.0,Rams,Steve Pritko 25 yard pass from Bob Waterfield (Bob Waterfield kick),0,14
2,2.0,Rams,Bob Waterfield 28 yard field goal,0,17
