,Quarter,Time,Tm,Detail,CLE,BAL
0,1.0,10:30,Browns,Travis Prentice 4 yard rush (Phil Dawson kick),7,0
1,1.0,4:06,Ravens,Jamal Lewis 1 yard rush (Matt Stover kick),7,7
2,2.0,13:40,Ravens,Sam Gash 2 yard pass from Trent Dilfer (Matt Stover kick),7,14
3,2.0,11:39,Ravens,Patrick Johnson 46 yard pass from Trent Dilfer (Matt Stover kick),7,21
4,2.0,4:35,Ravens,Matt Stover 39 yard field goal,7,24
5,2.0,2:55,Ravens,Jamal Lewis 36 yard rush (Matt Stover kick),7,31
6,3.0,11:52,Ravens,Matt Stover 26 yard field goal,7,34
7,3.0,5:01,Ravens,Matt Stover 38 yard field goal,7,37
8,4.0,5:23,Ravens,Priest Holmes 3 yard rush (Matt Stover kick),7,44
