,Quarter,Tm,Detail,PHI,NYG
0,1.0,Eagles,Ollie Matson 4 yard rush (Sam Baker kick),7,0
1,1.0,Eagles,Sam Baker 45 yard field goal,10,0
2,1.0,Giants,Dick James 1 yard rush (Don Chandler kick),10,7
3,1.0,Eagles,Sam Baker 10 yard field goal,13,7
4,2.0,Eagles,Ollie Matson 54 yard rush (Sam Baker kick),20,7
5,2.0,Giants,Don Chandler 42 yard field goal,20,10
6,2.0,Eagles,Sam Baker 46 yard field goal,23,10
7,4.0,Giants,Alex Webster 1 yard rush (Don Chandler kick),23,17
