,Quarter,Tm,Detail,GNB,DET
0,2.0,Packers,Don Hutson 15 yard field goal,3,0
1,3.0,Lions,Bob Westfall 1 yard rush (Bill Callihan kick),3,7
2,3.0,Lions,Andy Farkas 25 yard pass from Chuck Fenenbock (Bill Callihan kick),3,14
