,Quarter,Tm,Detail,WAS,STL
0,1.0,Redskins,Bobby Mitchell 38 yard pass from Norm Snead (Bob Khayat kick),7,0
1,2.0,Cardinals,Gerry Perry 37 yard field goal,7,3
2,3.0,Redskins,Billy Ray Barnes 1 yard rush (Bob Khayat kick),14,3
3,4.0,Cardinals,Joe Childress 27 yard pass from Charley Johnson (Gerry Perry kick),14,10
4,4.0,Cardinals,John David Crow 1 yard rush (Gerry Perry kick),14,17
5,4.0,Redskins,Bob Khayat 29 yard field goal,17,17
