,Quarter,Tm,Detail,NYG,WAS
0,1.0,Redskins,George Buksar 17 yard field goal,0,3
1,3.0,Redskins,Leon Heath 3 yard rush (George Buksar kick),0,10
2,3.0,Giants,Kyle Rote 3 yard rush (Charlie Conerly run),7,10
3,4.0,Giants,Eddie Price 14 yard rush (Ray Poole kick),14,10
