,Quarter,Tm,Detail,CIN,HOU
0,1.0,Oilers,Haywood Jeffires 6 yard pass from Warren Moon (Ian Howfield kick),0,7
1,1.0,Oilers,Drew Hill 61 yard pass from Warren Moon,0,13
2,2.0,Oilers,Ernest Givins 14 yard pass from Warren Moon (Ian Howfield kick),0,20
3,2.0,Oilers,Ian Howfield 33 yard field goal,0,23
4,2.0,Bengals,Jim Breech 20 yard field goal,3,23
5,3.0,Oilers,Allen Pinkett 2 yard rush,3,29
6,4.0,Oilers,Tony Jones 68 yard pass from Cody Carlson,3,35
