,Quarter,Tm,Detail,NYG,WAS
0,1.0,Giants,Paul McFadden 32 yard field goal,3,0
1,1.0,Redskins,Timmy Smith 1 yard rush,3,6
2,1.0,Giants,Ottis Anderson 1 yard rush (Paul McFadden kick),10,6
3,2.0,Redskins,Chip Lohmiller 30 yard field goal,10,9
4,2.0,Giants,Maurice Carthon 5 yard rush (Paul McFadden kick),17,9
5,3.0,Giants,Odessa Turner 38 yard pass from Phil Simms (Paul McFadden kick),24,9
6,3.0,Redskins,Ricky Sanders 49 yard pass from Mark Rypien (Chip Lohmiller kick),24,16
7,4.0,Redskins,Ricky Sanders 21 yard pass from Mark Rypien (Chip Lohmiller kick),24,23
