,Quarter,Tm,Detail,GNB,CHI
0,1.0,Packers,Bobby Dillon 49 yard interception return (Fred Cone kick),7,0
1,1.0,Packers,Fred Cone 41 yard rush (Fred Cone kick),14,0
2,1.0,Bears,Don Kindt 67 yard interception return (George Blanda kick),14,7
3,2.0,Bears,Jim Dooley 33 yard pass from George Blanda (George Blanda kick),14,14
4,4.0,Bears,John Hoffman 14 yard pass from George Blanda (George Blanda kick),14,21
5,4.0,Packers,Billy Howton 23 yard pass from Babe Parilli (Fred Cone kick),21,21
