,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Ken MacAfee 29 yard pass from Frank Gifford (Ben Agajanian kick),0,7
1,1.0,Giants,Frank Gifford 6 yard rush (Ben Agajanian kick),0,14
2,1.0,Redskins,Steve Meilinger 6 yard pass from Al Dorow (Sam Baker kick),7,14
3,3.0,Giants,Frank Gifford 14 yard pass from Charlie Conerly (Ben Agajanian kick),7,21
4,4.0,Giants,Frank Gifford 11 yard rush (Ben Agajanian kick),7,28
5,4.0,Redskins,John Paluck 76 yard fumble return (Sam Baker kick),14,28
