,Quarter,Tm,Detail,PIT,RAM
0,2.0,Rams,Troy Drayton 22 yard pass from Jim Everett (Tony Zendejas kick),0,7
1,2.0,Rams,Cleveland Gary 6 yard rush (Tony Zendejas kick),0,14
2,3.0,Rams,Tony Zendejas 54 yard field goal,0,17
3,4.0,Rams,Tony Zendejas 50 yard field goal,0,20
4,4.0,Rams,Jerome Bettis 29 yard rush (Tony Zendejas kick),0,27
