,Quarter,Time,Tm,Detail,PIT,CLE
0,1.0,10:34,Browns,Aaron Shea 2 yard pass from Tim Couch (Phil Dawson kick),0,7
1,1.0,3:35,Browns,Marc Edwards 21 yard pass from Tim Couch (Phil Dawson kick),0,14
2,2.0,13:34,Steelers,Richard Huntley 4 yard rush (Kris Brown kick),7,14
3,2.0,1:44,Steelers,Kris Brown 41 yard field goal,10,14
4,3.0,12:39,Steelers,Kris Brown 31 yard field goal,13,14
5,3.0,10:12,Browns,Phil Dawson 23 yard field goal,13,17
6,3.0,5:47,Steelers,Jerome Bettis 10 yard rush (Kris Brown kick),20,17
7,4.0,10:49,Browns,Phil Dawson 28 yard field goal,20,20
8,4.0,2:45,Browns,Phil Dawson 19 yard field goal,20,23
