,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Raul Allegre 23 yard field goal,0,3
1,1.0,Giants,Rodney Hampton 1 yard rush (Raul Allegre kick),0,10
2,2.0,Giants,Raul Allegre 36 yard field goal,0,13
3,3.0,Redskins,Gary Clark 7 yard pass from Mark Rypien (Chip Lohmiller kick),7,13
4,4.0,Redskins,Gary Clark 54 yard pass from Mark Rypien (Chip Lohmiller kick),14,13
5,4.0,Redskins,Chip Lohmiller 35 yard field goal,17,13
