,Quarter,Tm,Detail,DAL,NYG
0,1.0,Giants,Bjorn Nittmo 33 yard field goal,0,3
1,1.0,Giants,Bjorn Nittmo 22 yard field goal,0,6
2,2.0,Giants,Bjorn Nittmo 26 yard field goal,0,9
3,3.0,Giants,Ottis Anderson 1 yard rush,0,15
