,Quarter,Tm,Detail,CLE,PHI
0,1.0,Browns,Gary Collins 35 yard pass from Bill Nelsen (Don Cockroft kick),7,0
1,2.0,Browns,Don Cockroft 22 yard field goal,10,0
2,2.0,Eagles,Tom Woodeshick 1 yard rush (Sam Baker kick),10,7
3,2.0,Browns,Don Cockroft 37 yard field goal,13,7
4,3.0,Browns,Ron Johnson 1 yard rush (Don Cockroft kick),20,7
5,3.0,Browns,Ron Johnson 48 yard rush (Don Cockroft kick),27,7
6,4.0,Eagles,Joe Scarpati 34 yard interception return,27,13
7,4.0,Eagles,Ben Hawkins 41 yard pass from Norm Snead (Sam Baker kick),27,20
