,Quarter,Tm,Detail,RAM,SFO
0,1.0,49ers,J.D. Smith 20 yard rush (Tommy Davis kick),0,7
1,1.0,49ers,Tommy Davis 22 yard field goal,0,10
2,2.0,49ers,Joe Perry 32 yard rush (Tommy Davis kick),0,17
3,2.0,49ers,Billy Wilson 13 yard pass from Y.A. Tittle (Tommy Davis kick),0,24
4,4.0,49ers,J.D. Smith 1 yard rush (Tommy Davis kick),0,31
5,4.0,49ers,Tommy Davis 32 yard field goal,0,34
