,Quarter,Time,Tm,Detail,DEN,SDG
0,1.0,6:55,Broncos,Connor Barth 19 yard field goal,3,0
1,2.0,14:21,Broncos,Connor Barth 26 yard field goal,6,0
2,2.0,1:50,Broncos,Connor Barth 19 yard field goal,9,0
3,2.0,0:10,Chargers,Nick Novak 30 yard field goal,9,3
4,3.0,0:31,Broncos,Demaryius Thomas 28 yard pass from Peyton Manning (Connor Barth kick),16,3
5,4.0,10:13,Chargers,Antonio Gates 5 yard pass from Philip Rivers (Nick Novak kick),16,10
6,4.0,4:53,Broncos,Connor Barth 49 yard field goal,19,10
7,4.0,3:56,Broncos,Connor Barth 44 yard field goal,22,10
