,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,John Roveto 51 yard field goal,0,3
1,1.0,Lions,Mark Nichols 1 yard pass from Eric Hipple (Eddie Murray kick),7,3
2,1.0,Lions,Ray Oldham 35 yard interception return (Eddie Murray kick),14,3
3,2.0,Bears,Ken Margerum 11 yard pass from Jim McMahon (John Roveto kick),14,10
4,3.0,Bears,Emery Moorehead 28 yard pass from Jim McMahon (John Roveto kick),14,17
5,3.0,Lions,Eddie Murray 32 yard field goal,17,17
6,4.0,Bears,John Roveto 18 yard field goal,17,20
