,Quarter,Tm,Detail,RAM,GNB
0,1.0,Packers,Jim Taylor 1 yard rush (Paul Hornung kick),0,7
1,2.0,Packers,Paul Hornung 12 yard field goal,0,10
2,2.0,Packers,Willie Wood 42 yard interception return (Paul Hornung kick),0,17
3,2.0,Rams,Les Josephson 53 yard rush (Bruce Gossett kick),7,17
4,2.0,Rams,Bucky Pope 55 yard pass from Roman Gabriel (Bruce Gossett kick),14,17
5,3.0,Rams,Bobby Smith 94 yard blocked field goal return (Bruce Gossett kick),21,17
6,4.0,Rams,Bruce Gossett 37 yard field goal,24,17
7,4.0,Rams,Bruce Gossett 43 yard field goal,27,17
